0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
7,3,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,761,1217,1009,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,570,133,63,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,8,491,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,22,1316,743,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,2,220,95,54,91,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,28,1279,221,1551,2321,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,45,272,1403,65,174,170,800,30,1436,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,79,61,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,383,471,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,369,2268,843,926,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,17,557,113,777,10,358,944,1082,1512,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,327,817,6,2239,147,1949,2153,29,610,338,771,690,1473,4,22,453,10,2034,0,0,0,0,0,0
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,59,496,143,259,315,44,876,1731,360,1800,49,259,2177,2047,496,259,578,1633,65,95,48,71,2,472
672,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,47,2,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,12,631,1102,1301,69,594,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,3,1283,204,351,313,1336,1165,72,734,251,788,143,207,0,0,0,0,0,0,0,0,0,0,0
2152,520,114,142,98,885,68,267,486,467,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,514,6,341,45,1332,720,121,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,41,492,2257,759,532,167,4,1826,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,1406,833,1186,1964,1779,391,2013,349,2,312,156,1584,59,3,0,0,0,0,0,0,0,0,0,0
449,7,3,289,307,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,539,89,781,223,839,1563,132,103,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,437,6,1408,479,21,329,1454,35,370,27,482,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,1624,2,89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3,109,62,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2,142,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,85,171,245,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,386,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,343,450,146,103,2198,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2118,547,43,535,3,119,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,120,1313,731,2,2168,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,31,142,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,110,10,643,2057,98,216,73,2251,1564,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3,1319,10,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,899,1116,123,110,163,176,723,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,281,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,2296,184,190,305,100,495,2,226,832,13,202,11,205,21,37,117,211,1898,0,0,0,0,0,0
212,6,270,111,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1977,77,42,18,9,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,138,841,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,68,30,58,149,3,127,1945,2336,9,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1979,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,751,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,569,2,433,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,329,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2082,386,44,795,27,11,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,224,788,35,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,7,2,9,180,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,48,235,521,45,95,1852,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,6,246,972,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,382,4,2059,23,132,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,68,1704,633,225,38,127,122,35,84,571,8,0,0,0,0,0,0,0,0,0,0,0,0,0
57,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,1188,25,1244,2210,15,793,379,3,30,94,321,35,1804,743,0,0,0,0,0,0,0,0,0,0
1566,2183,25,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2322,1449,783,1736,232,113,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,474,677,61,304,1056,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,522,2128,1889,3,2282,23,1181,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,82,383,2,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,143,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1461,427,576,32,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,625,248,275,358,740,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,654,391,46,66,32,655,1923,2001,805,2182,1215,0,0,0,0,0,0,0,0,0,0,0,0,0
26,14,2,1783,247,112,126,168,1250,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,19,353,868,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,238,145,53,3,10,276,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,439,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1676,1674,24,1001,30,886,240,778,37,12,240,37,7,0,0,0,0,0,0,0,0,0,0,0
2192,346,3,423,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,1265,245,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,301,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1659,55,704,38,368,525,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,278,1571,16,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2250,2334,593,823,3,121,22,798,13,1580,900,808,554,1603,0,0,0,0,0,0,0,0,0,0
365,1372,2346,28,1043,390,786,764,1870,2175,1987,1646,1878,0,0,0,0,0,0,0,0,0,0,0,0
150,182,30,1017,374,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,838,28,978,127,1288,1054,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,11,413,1409,414,231,804,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,805,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,249,18,368,310,11,16,6,554,104,115,746,317,0,0,0,0,0,0,0,0,0,0,0,0
111,650,143,750,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,645,1599,528,2202,937,1213,762,603,498,543,98,175,139,65,336,94,437,400,0,0,0,0,0,0
2,2042,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,1425,1228,2331,1338,976,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,531,874,295,705,111,285,287,2107,1521,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,2119,584,188,2081,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,166,295,214,397,2122,727,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,109,118,103,281,963,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,1728,326,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,91,294,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,5,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,341,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,380,72,1396,1984,1127,101,127,1773,709,2,1538,1280,2,822,1329,0,0,0,0,0,0,0,0,0
126,42,744,296,559,47,1628,2342,974,67,559,252,126,165,128,645,503,90,1908,66,296,0,0,0,0
533,5,2,387,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1173,36,26,24,502,827,33,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,455,1765,1230,2300,1695,370,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,252,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,9,745,3,51,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,250,1741,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,478,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,99,105,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,45,53,73,137,1626,1252,1631,1739,479,1471,1144,487,1129,1913,49,228,197,0,0,0,0,0,0,0
27,31,1255,1972,147,1196,831,1851,27,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,631,536,4,26,791,463,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1685,238,258,263,243,1976,6,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1418,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,829,190,690,574,10,46,225,90,49,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,75,258,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,451,16,1223,882,251,763,1153,267,203,524,20,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1442,2298,270,1343,1550,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,404,112,3,1027,84,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,1254,14,749,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,2,38,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,1136,18,10,1721,173,16,1269,498,228,2139,1939,1802,129,2204,1517,173,184,190,414,231,394,0,0,0
153,2125,729,1845,332,3,57,69,216,41,127,41,14,9,23,51,0,0,0,0,0,0,0,0,0
1145,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,596,1248,26,3,1378,348,9,741,1234,35,67,741,497,65,649,77,2335,162,239,516,28,78,0,0
220,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1562,1438,373,1174,542,184,46,410,1276,190,2016,1496,2224,0,0,0,0,0,0,0,0,0,0,0
209,622,11,856,1959,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58,195,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,470,625,1037,2004,1778,567,213,8,935,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,119,917,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,285,367,49,372,478,855,90,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,756,16,122,1903,1405,2079,628,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,13,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,100,23,1932,381,244,996,353,1683,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1661,96,814,599,145,867,171,67,325,727,70,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2033,240,1247,1007,1880,2347,1488,375,132,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0
36,18,34,2,218,82,160,695,72,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,105,109,293,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,353,1965,2262,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,69,1541,388,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,157,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1351,463,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,241,801,269,1642,1943,153,473,100,495,672,431,1386,740,706,2,446,506,423,2255,0,0,0,0,0
33,28,314,56,221,1737,474,2337,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,379,1980,50,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,682,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
