Age,Income,Yearly_equip_failure,Tenure,MonthlyCharge,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,Contract_Month-to-month,Contract_One year,Contract_Two Year,Port_modem_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,DeviceProtection_Yes,TechSupport_Yes
1.589078001428429,-0.9768492498522399,0.9497457622486098,0.3543065999073921,0.8131339950136426,0,1,0,0,1,0,0,0,0,1,0,1,0
0.5262667377986286,-0.854933452149806,0.9497457622486098,-1.0024922598107107,-0.23635400497465964,0,1,0,0,0,1,0,0,1,0,0,0,1
1.3958395898593743,-0.44149948543960155,-0.6256649906471274,-0.6740044194988458,-1.052016026262796,1,0,0,0,1,0,0,0,0,0,1,0,0
-1.019640554753808,-1.3676089111248588,-0.6256649906471274,0.39449676501638103,0.0562145137566151,0,1,0,1,1,0,0,0,1,0,0,1,1
0.8644339580444741,-1.0988345309329373,-0.6256649906471274,-1.0793041377653785,-0.9349841203589008,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.5848541287234353,-0.4963454690179111,0.9497457622486098,0.770020773435958,-0.5280755171270418,0,1,0,0,0,0,1,0,1,0,0,0,0
0.47795713490636493,0.12384087824009572,0.9497457622486098,0.7397761839238072,-1.8081022059455645,1,0,0,0,0,1,0,1,0,0,1,1,0
1.0576723696135288,1.1908486109674519,-0.6256649906471274,-1.08955369768226,-1.1101535649243852,1,0,0,1,0,0,1,0,0,1,0,0,1
-0.29499651136985344,-0.42894484409287226,0.9497457622486098,1.292589310023356,-0.5858253300197848,1,0,0,0,1,0,0,0,0,1,0,0,1
1.2026011782903197,-1.4255274584300246,-0.6256649906471274,1.026783019728784,-0.061918896932967225,1,0,0,0,0,0,1,1,0,1,0,0,0
1.2026011782903197,0.5061541575311078,2.525156515144347,-1.1843674244888363,-0.061758072899000226,1,0,0,0,1,0,0,1,0,1,0,0,0
1.444149192751638,-0.014904755082973817,-0.6256649906471274,1.0584972758412352,-1.401715954514464,1,0,0,0,1,0,0,1,0,1,0,0,0
1.5407683985361653,-1.1898236702724616,-0.6256649906471274,0.7404165170567569,-0.2935171597608889,0,1,0,0,0,0,1,0,0,1,0,1,0
-1.6476653923532356,-0.7658369701137967,0.9497457622486098,-1.238529363718269,-0.0035887190480826414,1,0,0,0,1,0,0,1,1,0,0,0,0
1.2509107811825833,-0.4602132383161718,-0.6256649906471274,-0.7891969753265529,0.9334106773037225,0,1,0,0,0,0,1,1,1,0,0,1,1
-0.29499651136985344,-0.11956507684761133,0.9497457622486098,0.7378532945216135,-1.3430338283813328,0,1,0,1,0,0,1,1,0,1,0,0,0
1.1059819725057924,-0.6213491255304668,-0.6256649906471274,-0.9431095560281102,0.9329758697162366,0,1,0,0,1,0,0,1,1,0,0,0,0
-1.5027365836764446,2.7759130499650544,-0.6256649906471274,0.9654384251909844,-0.5862448709779594,0,1,0,0,0,0,1,1,0,1,0,0,0
1.3958395898593743,0.057716737264160524,0.9497457622486098,-0.7010724013885828,-0.11909533718287159,1,0,0,0,0,0,1,0,1,0,0,1,1
-1.5027365836764446,-0.022327240490547864,-0.6256649906471274,-1.035592144658773,-1.5176281289088218,0,1,0,0,0,1,0,1,1,0,0,0,1
0.09148031176825576,0.5983520454509883,0.9497457622486098,-0.7857729012502934,1.2248575066676552,1,0,0,0,0,1,0,0,1,0,0,1,0
-0.8264021431847536,-0.7591464636910732,-0.6256649906471274,1.0424923495235083,2.156765190796236,0,1,0,0,1,0,0,0,0,1,0,0,0
1.4924587956439015,1.4022043745758006,-0.6256649906471274,-1.2124050192961222,-1.5173064808408878,1,0,0,0,1,0,0,0,1,0,0,1,0
-0.3916157171543807,-0.7263450651221881,0.9497457622486098,0.9078568273111046,0.462567901145992,0,1,0,0,0,1,0,1,0,1,0,0,0
-1.6476653923532356,-1.2849354900556158,-0.6256649906471274,-0.3917484060975616,-0.23594681716692004,1,0,0,0,0,1,0,0,0,1,0,1,1
1.1059819725057924,0.6021421670841878,-0.6256649906471274,0.9675654349543308,1.2248575066676552,1,0,0,0,1,0,0,0,1,0,0,1,0
-0.19837730558532612,-1.2019395612306594,-0.6256649906471274,0.9152293523554103,-1.0524014911720343,0,1,0,0,1,0,0,0,1,0,0,0,0
-1.1645693634305991,0.2443136940870214,-0.6256649906471274,-0.3258393676778314,-0.17726606619581858,1,0,0,0,1,0,0,1,0,1,0,1,1
-0.7297829374002263,1.2719212923223617,0.9497457622486098,0.5639068367558536,-0.9939874050955151,1,0,0,0,1,0,0,0,1,0,0,0,1
1.7340068101052197,-0.4186591190979902,0.9497457622486098,0.17034388041972834,-0.7607109784348953,0,1,0,0,0,0,1,0,0,1,0,0,0
-1.2128789663228627,0.22808735875180575,-0.6256649906471274,-1.0960159009905215,-0.8187104648134138,1,0,0,0,0,1,0,1,0,0,1,0,0
1.6856972072129561,0.8984573112064086,0.9497457622486098,-0.6838873569828573,-0.7589069523147439,1,0,0,0,0,1,0,1,0,0,1,1,1
-1.019640554753808,0.20872159832574497,-0.6256649906471274,1.3598798550814046,0.1718073708661395,1,0,0,0,1,0,0,1,0,1,0,0,1
0.1397899146605194,0.3392563939494966,-0.6256649906471274,-1.1410505134476547,0.5214411514934021,1,0,0,0,1,0,0,0,1,0,0,1,0
1.5407683985361653,0.9518113686627603,-0.6256649906471274,-1.0617124066736967,2.157201047236117,0,1,0,0,0,1,0,0,0,1,0,1,1
-1.6959749952454992,0.2286406037636392,2.525156515144347,-0.905366707487191,-0.5279154389436672,0,1,0,0,0,1,0,0,1,0,0,0,0
1.2026011782903197,1.6919360778581571,-0.6256649906471274,-1.2247121918713648,1.0460118577639963,1,0,0,1,0,1,0,0,0,1,0,1,1
-1.019640554753808,0.07575663247228917,2.525156515144347,1.1325222808146522,0.4097360405962962,1,0,0,1,1,0,0,1,0,0,1,1,0
-0.6814733345079627,0.8943464298270121,-0.6256649906471274,1.3032920209598036,-0.29468488209447474,0,1,0,1,1,0,0,1,0,1,0,0,1
1.154291575398056,1.7540550920304174,-0.6256649906471274,-1.1365282013312683,0.987276333390022,0,0,1,0,0,1,0,1,0,1,0,0,1
-1.4061173778919174,-1.5002518062249803,-0.6256649906471274,-0.9667795421077285,1.5737570906181124,0,1,0,0,1,0,0,0,0,1,0,0,0
0.7678147522599469,0.4763029620229549,0.9497457622486098,-0.9746650895463315,-0.701418373591958,0,1,0,0,1,0,0,1,1,0,0,1,1
-0.19837730558532612,-0.13614931713124026,0.9497457622486098,-1.0214368495126227,-1.1098324529365644,1,0,0,0,0,1,0,1,0,1,0,1,0
-0.29499651136985344,0.7766848502842917,0.9497457622486098,1.3043651648585313,0.7544518688805117,1,0,0,1,0,0,1,0,0,1,0,1,0
1.1059819725057924,-0.5078635407216162,-0.6256649906471274,-1.1722966157317953,0.462567901145992,0,1,0,0,1,0,0,1,0,1,0,0,0
-0.6331637316156989,0.49961266891962836,-0.6256649906471274,1.0662058434801056,-0.5279146930930748,1,0,0,0,1,0,0,0,1,0,0,0,0
-1.1162597605383355,1.6447857061743063,0.9497457622486098,-1.144618348360272,0.4636890078175582,1,0,0,1,0,1,0,1,0,1,0,1,1
-0.05344849690853518,-0.9964785227128472,0.9497457622486098,0.9855677168060053,-0.29394369306836604,1,0,0,0,1,0,0,1,0,1,0,1,1
1.2026011782903197,-0.18519365712574323,4.100567268040085,-0.6751997676117909,-1.1101536348478782,1,0,0,0,1,0,0,0,0,1,0,0,1
-1.599355789460972,0.5064006268728724,-0.6256649906471274,1.070464399014824,-0.5855060127349518,0,1,0,0,0,0,1,0,0,1,0,1,0
-0.7780925402924899,0.14841920304305073,-0.6256649906471274,1.2578370625357471,0.5222079791336217,0,1,0,0,1,0,0,1,0,0,1,1,1
-0.9230213489692809,-0.405761430883734,-0.6256649906471274,-0.9761830269454381,1.6910141268617298,1,0,0,0,0,1,0,1,0,1,0,1,0
-0.8747117460770172,0.698858659603086,-0.6256649906471274,-1.124145265136976,-0.5859115689945209,1,0,0,1,0,0,1,0,1,0,0,0,0
-1.3578077749996538,1.8058433699627574,-0.6256649906471274,-0.9626338575727144,0.5802071858181681,0,1,0,0,0,1,0,0,0,1,0,1,1
0.9610531638290014,1.5731627642632218,2.525156515144347,-1.1590775921432026,-0.11909533718287159,1,0,0,0,0,1,0,0,1,0,0,1,1
0.09148031176825576,1.749208298644759,-0.6256649906471274,-0.5950783678519426,-0.7599954280228969,1,0,0,0,1,0,0,0,1,0,0,0,1
0.18809951755278306,0.2339755288066575,-0.6256649906471274,1.092330603702988,-1.343196983198401,1,0,0,0,0,0,1,1,0,0,1,0,0
-1.019640554753808,-0.44846049633493557,-0.6256649906471274,-0.9096314558068662,0.46368947397417853,1,0,0,0,1,0,0,1,0,1,0,1,1
-0.24668690847758978,1.260660615019897,0.9497457622486098,1.2318699285917543,0.5834982515567388,0,1,0,0,0,0,1,0,0,0,1,0,0
0.23640912044504672,0.4756749896043099,-0.6256649906471274,0.44318740916537924,0.1713878299079648,0,1,0,1,0,1,0,1,0,1,0,0,0
1.009362766721265,-0.9762431275525456,-0.6256649906471274,1.1636479898857794,-0.527147865452856,0,1,0,0,0,0,1,1,0,0,1,0,1
-1.019640554753808,1.3380353822435795,0.9497457622486098,-0.62715021259708,-0.5279146930930748,0,1,0,0,1,0,0,0,1,0,0,0,0
-1.454426980784181,-0.8490557701520508,-0.6256649906471274,-0.9621385632963836,-0.0028218914078637683,1,0,0,0,0,0,1,1,0,0,1,0,1
-0.9713309518615445,1.2960009974108606,0.9497457622486098,-1.103301960120642,0.40941490530064445,0,1,0,0,0,0,1,1,0,0,1,0,1
-1.2611885692151263,2.091548533324867,2.525156515144347,-0.9518816877435584,0.2299644181822839,1,0,0,1,0,0,1,0,0,1,0,1,0
1.6373876043206925,0.7036678707841487,-0.6256649906471274,0.7530776494582654,-0.3521992858940198,1,0,0,1,1,0,0,1,0,1,0,1,0
-1.30949817210739,0.024555685737345834,-0.6256649906471274,-0.9256782196166169,0.7541300809655913,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.29499651136985344,0.25701342022358376,-0.6256649906471274,1.1695765523752633,-1.3427774422402263,1,0,0,0,1,0,0,1,0,0,1,0,1
1.0576723696135288,0.16024011739541338,-0.6256649906471274,-0.837177590201287,-0.2940276012600011,0,1,0,0,1,0,0,1,1,0,0,1,0
0.42964753201410133,0.6070706799147217,0.9497457622486098,0.48110541225420195,1.6916970463103143,0,1,0,1,0,1,0,0,0,0,1,1,0
0.7678147522599469,1.426097916650839,0.9497457622486098,1.1509369613959892,0.8131339950136426,1,0,0,0,0,0,1,1,0,1,0,1,0
-0.5365445258311716,-1.3086210189982426,-0.6256649906471274,0.9840186700652566,-1.051471508714747,0,1,0,0,1,0,0,0,0,1,0,0,1
0.5745763406908923,0.48081020456011825,-0.6256649906471274,-1.0778877593179614,0.9875974453778428,0,1,0,1,1,0,0,1,0,1,0,1,0
1.299220384074847,1.151925683073321,2.525156515144347,-0.7698171826816304,2.2740529700689547,0,1,0,1,1,0,0,0,1,0,0,1,1
-1.019640554753808,-0.35132098551315055,-0.6256649906471274,1.2377005889080186,-0.6440809228454384,0,1,0,0,0,1,0,1,0,1,0,0,0
0.8161243551522105,-0.2684242562282308,-0.6256649906471274,-1.2576432507721214,-1.0508951992852011,0,1,0,1,1,0,0,0,0,0,1,1,1
-0.3916157171543807,-1.2963263940670275,-0.6256649906471274,1.2380801015794956,-1.2855473939789996,0,1,0,1,1,0,0,0,1,0,0,0,0
1.1059819725057924,-0.03413591877629814,-0.6256649906471274,-1.1819686233994058,-0.818869773838365,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.29499651136985344,0.5649091273897089,0.9497457622486098,-0.10170093291274492,-0.9933347858272429,1,0,0,0,0,1,0,1,0,0,1,0,0
0.6711955464754196,-0.6748141815910882,-0.6256649906471274,1.1424194723258836,0.23080881428410396,0,1,0,0,1,0,0,1,0,1,0,1,0
-0.05344849690853518,1.1516669776649437,-0.6256649906471274,-0.9509420700862805,1.1666881528167377,0,1,0,0,0,0,1,1,0,1,0,1,0
-1.30949817210739,-0.5990178669604084,0.9497457622486098,-1.0962498890745196,1.691696510230201,1,0,0,0,0,0,1,1,0,0,1,1,0
0.23640912044504672,-1.196656202468365,0.9497457622486098,-0.5574914933489902,-1.576310255041953,1,0,0,0,0,0,1,0,1,0,0,0,1
1.6856972072129561,0.910899642941731,-0.6256649906471274,0.8459932378550404,0.2295571837588824,0,1,0,0,1,0,0,0,1,0,0,0,0
-0.19837730558532612,1.2741189772864292,-0.6256649906471274,-1.1246841136331678,1.6906089901431192,0,1,0,0,1,0,0,0,1,0,0,0,0
-1.5027365836764446,-1.2804994789062318,-0.6256649906471274,-0.505666845654958,1.9238104122035498,1,0,0,0,0,1,0,0,1,0,0,1,0
1.2026011782903197,-0.04357910318443864,-0.6256649906471274,-1.011934065600222,0.5215250596850372,1,0,0,0,1,0,0,0,0,1,0,1,1
-0.8747117460770172,-1.0064115867878638,0.9497457622486098,0.5015265203855376,-0.2947687902861098,1,0,0,0,1,0,0,1,1,0,0,0,0
-1.454426980784181,-1.228369028111123,-0.6256649906471274,-0.9893557076520356,-0.003075946765869361,0,1,0,0,1,0,0,1,0,1,0,0,0
1.3958395898593743,-0.7606685429771832,-0.6256649906471274,0.49511638504400074,2.389967032397624,0,1,0,0,1,0,0,1,0,1,0,1,0
1.154291575398056,-0.6289936081465807,-0.6256649906471274,-0.7433891982602492,-0.5268821561793451,0,1,0,1,1,0,0,1,0,0,1,0,0
0.5262667377986286,-0.6611242080636773,-0.6256649906471274,1.0558826452151349,0.521629944924581,1,0,0,1,0,1,0,0,0,1,0,0,1
-0.1500677026930625,-1.2833024121652357,-0.6256649906471274,0.8217717109995738,1.0460118577639963,1,0,0,0,0,1,0,1,0,1,0,1,1
-1.5027365836764446,-0.8519277497869391,0.9497457622486098,-0.6835876024524977,1.0460118577639963,0,1,0,0,0,0,1,0,0,1,0,1,1
0.42964753201410133,-0.06814038489461208,-0.6256649906471274,1.3728199519764883,-0.17767257807645928,1,0,0,0,1,0,0,0,1,0,0,0,1
-0.5848541287234353,0.6692596144676247,-0.6256649906471274,-0.925878767493449,2.3899663564705254,1,0,0,0,0,0,1,1,0,1,0,1,0
-1.5027365836764446,0.3019761579980843,0.9497457622486098,1.1663593886830932,-1.3424557941722923,1,0,0,0,1,0,0,1,0,0,1,1,0
1.5407683985361653,-0.8938987692747012,0.9497457622486098,1.017970690137013,-0.29506479973993294,0,1,0,0,1,0,0,0,0,1,0,0,0
-0.7780925402924899,-1.2379275811473238,-0.6256649906471274,-1.202777493462014,0.1718073708661395,1,0,0,1,0,0,1,1,0,1,0,0,1
-0.488234922938908,-1.432781260919299,-0.6256649906471274,-1.0846991446374352,-2.099984845133717,1,0,0,1,1,0,0,0,0,0,1,0,0
1.3958395898593743,0.5349360082178106,0.9497457622486098,0.3091597120284086,-1.576310255041953,0,1,0,0,1,0,0,0,1,0,0,0,1
-0.24668690847758978,2.0055621972203093,2.525156515144347,-0.8157531972308262,-0.06107270612815996,1,0,0,0,0,1,0,0,0,1,0,0,0
0.5745763406908923,0.5883481869905711,-0.6256649906471274,0.6406859546021585,-1.109151398114461,1,0,0,0,0,1,0,1,0,0,1,1,0
-0.43992532004664436,1.3780189149115807,-0.6256649906471274,-0.8724639526339132,0.462567901145992,0,1,0,0,1,0,0,0,0,1,0,0,0
-1.5510461865687082,0.5627857328300739,0.9497457622486098,-1.1896895605053617,-0.8186775541560284,0,1,0,0,0,0,1,1,1,0,0,0,1
1.4924587956439015,-0.23186594820695142,-0.6256649906471274,1.1404905349129888,-0.8187101851194417,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.05344849690853518,1.2245021641754166,-0.6256649906471274,1.3507401769104512,-0.6440809228454384,1,0,0,0,0,1,0,1,0,1,0,0,0
-0.9230213489692809,1.5237290551490161,0.9497457622486098,-0.9705177370455662,-0.4683054280580404,1,0,0,0,0,0,1,0,0,0,1,1,0
0.043170708875992114,0.47071239058821274,-0.6256649906471274,-1.0027035020446642,-0.8773875331472157,1,0,0,0,0,0,1,1,0,1,0,0,0
-0.43992532004664436,-0.46738444735581225,-0.6256649906471274,-0.5081548460570099,-1.051149860646813,1,0,0,0,1,0,0,1,0,1,0,1,0
1.444149192751638,0.7576621367257578,-0.6256649906471274,1.0143063516536508,0.5216858837190042,1,0,0,1,1,0,0,1,0,1,0,1,1
-1.5510461865687082,-0.16982515746053486,-0.6256649906471274,-0.9767554711582712,-0.2935171597608889,1,0,0,0,1,0,0,0,0,1,0,1,0
1.1059819725057924,-1.1425937641556299,-0.6256649906471274,-0.9676130710423023,0.5216306674673425,1,0,0,0,1,0,0,0,0,1,0,0,1
1.154291575398056,0.7784328598003527,2.525156515144347,0.996761450611226,0.8748041850822179,0,1,0,0,1,0,0,1,0,1,0,0,0
-1.0679501576460717,-0.11375556722098243,-0.6256649906471274,-1.236808780274018,1.4578425854406534,1,0,0,0,0,0,1,0,1,0,0,0,1
-1.3578077749996538,0.16814417942466242,-0.6256649906471274,1.153417401784665,1.1669422081747434,1,0,0,1,0,0,1,0,0,0,1,1,1
0.09148031176825576,0.3390081765982159,0.9497457622486098,-1.1798565292022498,0.46368947397417853,0,1,0,0,0,1,0,1,0,1,0,1,1
-0.8747117460770172,-1.1618397859298406,-0.6256649906471274,0.5825203456889801,-0.40989082920923847,1,0,0,1,0,0,1,1,0,0,1,1,1
0.18809951755278306,-0.9472510787215367,-0.6256649906471274,0.8089091042415941,2.0980830646631037,1,0,0,0,1,0,0,1,0,1,0,0,0
0.47795713490636493,-0.11399941454847302,-0.6256649906471274,-1.0285251575550598,-0.17777746331600244,1,0,0,0,1,0,0,1,1,0,0,1,1
-0.8264021431847536,0.6772252938323148,-0.6256649906471274,-1.1945287143699403,-1.6343391792110369,1,0,0,0,1,0,0,0,0,0,1,0,0
0.8161243551522105,-0.7921659264470868,-0.6256649906471274,-0.7413684066848361,-1.5165419839837695,0,1,0,0,1,0,0,0,0,0,1,1,1
-0.8264021431847536,-0.069828962087127,-0.6256649906471274,1.028162344169241,-0.8188686783703076,1,0,0,0,1,0,0,1,0,0,1,0,0
1.2026011782903197,0.30641828718077446,-0.6256649906471274,1.2250851945874355,0.5222079791336217,1,0,0,0,1,0,0,1,0,0,1,1,1
-1.454426980784181,1.8084282390346325,0.9497457622486098,-1.193129593391857,0.055881211773175864,0,1,0,0,1,0,0,1,0,1,0,1,1
