Age,Income,Yearly_equip_failure,Tenure,MonthlyCharge,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,Contract_Month-to-month,Contract_One year,Contract_Two Year,Port_modem_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,OnlineSecurity_Yes,DeviceProtection_Yes,TechSupport_Yes
0.7678147522599469,-0.14391004238017205,-0.6256649906471274,-1.0992505612752486,1.982491536099947,0,1,0,0,0,0,1,0,1,0,0,1,1,0
-0.3916157171543807,0.2905030975394178,-0.6256649906471274,-0.8854150882825281,1.340450783318138,0,1,0,0,0,0,1,1,0,1,0,0,0,0
-0.6331637316156989,-0.6529701806736317,-0.6256649906471274,-1.16879058566733,-0.5851447180464704,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1.3958395898593743,0.6653187270136651,-0.6256649906471274,-1.1256530166276606,1.340450783318138,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1.009362766721265,-0.4716919798057656,0.9497457622486098,-0.5143561791211102,0.05509382662600667,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0.7678147522599469,-1.1154187712165662,-0.6256649906471274,-1.1731321121976501,2.215882124516852,0,1,0,0,0,1,0,1,0,1,0,1,1,1
-0.05344849690853518,-1.2433861778636033,0.9497457622486098,-1.0972576162531045,-0.23566789235322697,0,1,0,0,1,0,0,1,1,0,0,1,0,1
-1.30949817210739,-1.1633483181422015,0.9497457622486098,-1.1791173048195303,1.3378406791703472,1,0,0,0,1,0,0,1,0,1,0,1,1,1
-1.3578077749996538,-0.022142825486603374,-0.6256649906471274,-1.0336411120861855,-0.7596742461115832,1,0,0,0,0,1,0,1,1,0,0,1,1,0
0.6228859435831559,-0.4954937513812105,-0.6256649906471274,-0.9321100630073622,0.28832510601796063,1,0,0,0,0,0,1,1,0,1,0,1,0,1
0.9127435609367378,0.5943491036592086,0.9497457622486098,-0.6979591137922021,-0.5855049871903873,0,1,0,0,0,0,1,1,0,1,0,0,1,0
-1.5510461865687082,0.0644780380722846,-0.6256649906471274,-0.9573523308484394,-0.003181834242146734,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0.09148031176825576,0.705817922488904,-0.6256649906471274,-1.1908409072992547,-1.5176283852949628,0,1,0,0,1,0,0,1,1,0,0,1,0,1
-0.5848541287234353,-1.0808195448604123,2.525156515144347,-1.156011535919389,1.9239995785600243,0,1,0,0,0,0,1,1,0,1,0,1,0,1
-1.019640554753808,-0.552602096275682,-0.6256649906471274,-0.6027946357424369,0.46294886764384563,0,1,0,0,0,0,1,1,0,1,0,0,0,1
-1.5027365836764446,-0.9438367791342904,-0.6256649906471274,-0.9717687082215258,1.6324381445910168,1,0,0,0,0,0,1,1,0,1,0,1,0,0
-0.43992532004664436,0.7744762402607485,-0.6256649906471274,-0.912083487933279,1.691696510230201,1,0,0,0,1,0,0,1,0,0,1,1,1,0
-0.488234922938908,0.027191247085186738,-0.6256649906471274,-0.9480018644979361,0.5223712737976755,1,0,0,1,1,0,0,0,0,1,0,1,1,1
1.589078001428429,-0.44581881695378833,2.525156515144347,-1.0110091334201272,-1.5763434920089727,1,0,0,0,0,0,1,1,0,0,1,0,0,0
1.4924587956439015,1.7346775325401231,0.9497457622486098,-0.8670251130689026,-1.8671052109882063,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0.42964753201410133,-1.4016212432859951,-0.6256649906471274,-1.1779523366203368,0.28867479340659874,1,0,0,0,1,0,0,1,1,0,0,0,1,1
0.7195051493676832,0.30961364857613377,-0.6256649906471274,-1.0269388576765983,0.35105421746496834,1,0,0,0,1,0,0,1,0,0,1,0,1,0
0.28471872333731035,0.07235194693738148,-0.6256649906471274,-1.0969572561278735,-0.5275092999883231,1,0,0,0,1,0,0,0,0,1,0,0,1,0
-1.0679501576460717,0.323455698931442,-0.6256649906471274,-1.245653345384824,-0.061758818749592645,1,0,0,1,0,1,0,0,0,1,0,0,0,0
-0.10175809980079883,-0.977629299098782,-0.6256649906471274,-0.8477350260306974,-0.2935176259175086,0,1,0,0,1,0,0,1,0,1,0,1,1,0
0.23640912044504672,1.1197749810467896,0.9497457622486098,-0.7756518479149804,-0.9936659201823977,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0.9610531638290014,2.0057951194883246,0.9497457622486098,-0.9428528558873274,-1.3435441533412904,0,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.9713309518615445,-0.9197002637365199,0.9497457622486098,-1.0498426963136618,-0.7010714598352091,1,0,0,0,0,0,1,0,0,0,1,1,1,1
0.23640912044504672,-0.9687122655549758,-0.6256649906471274,-0.7101046948615387,1.1083661326727063,0,1,0,0,0,0,1,1,0,0,1,0,0,1
-0.19837730558532612,-0.3289949709716402,-0.6256649906471274,-1.0309178453530736,-1.1098324529365644,1,0,0,0,0,0,1,0,0,1,0,0,1,0
-1.30949817210739,0.812095590058277,-0.6256649906471274,-1.1958239807604722,-0.17783151417611395,1,0,0,0,0,1,0,0,1,0,0,1,0,1
-1.3578077749996538,1.970687659365376,-0.6256649906471274,-1.2157121705079086,0.5216851611762428,0,1,0,0,1,0,0,1,0,1,0,0,1,1
-0.5365445258311716,2.7680054919167727,-0.6256649906471274,-1.0034415530755076,-0.46939294814512156,1,0,0,0,1,0,0,1,1,0,0,1,0,0
1.3475299869671107,1.452147628463938,-0.6256649906471274,-0.8412743187356829,-1.8667840990003854,0,1,0,0,1,0,0,0,0,0,1,0,1,0
-0.488234922938908,-0.08094236958786385,-0.6256649906471274,-0.9401470106002394,-1.051314693627714,1,0,0,1,1,0,0,0,0,0,1,0,1,0
0.47795713490636493,0.388857474974865,-0.6256649906471274,-1.005103136398769,0.2882945727593375,0,1,0,0,0,0,1,1,1,0,0,0,1,0
0.8161243551522105,-1.1262066119449368,0.9497457622486098,-1.135334910449163,2.1572003246933558,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1.2026011782903197,-0.6279998647367001,-0.6256649906471274,-0.8964752831454766,0.8161233175719611,0,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.24668690847758978,0.6948640208565073,0.9497457622486098,-0.8416037202364972,-0.46923363912017035,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0.47795713490636493,-0.7729601088917454,0.9497457622486098,-1.2210425824332765,0.6418492433347148,1,0,0,1,1,0,0,1,1,0,0,0,1,0
0.333028326229574,0.26433889110301634,-0.6256649906471274,-0.40012103359336176,0.9337423710468215,1,0,0,0,0,1,0,1,0,0,1,1,0,1
1.6373876043206925,1.8031142901058073,-0.6256649906471274,-1.1633098123713257,1.92348862428863,0,1,0,1,0,1,0,1,1,0,0,0,0,1
0.043170708875992114,0.47071239058821274,-0.6256649906471274,-1.0027035020446642,-0.8773875331472157,1,0,0,0,0,0,1,1,0,1,0,0,0,0
-0.8747117460770172,-1.2677953827458794,0.9497457622486098,-0.956965647731076,1.9238947632439736,0,1,0,0,1,0,0,1,0,1,0,0,1,1
0.8161243551522105,-1.53940153835382,-0.6256649906471274,-1.214436243009593,0.9875974453778428,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.6711955464754196,1.9398012052213358,-0.6256649906471274,-1.0989186515131961,2.2740529700689547,1,0,0,0,0,1,0,1,1,0,0,1,1,1
-0.3433061142621171,-1.0898987062868333,-0.6256649906471274,-1.2630572895242513,0.6426156514339759,1,0,0,0,0,0,1,0,0,0,1,0,1,1
-0.1500677026930625,1.6631843803356061,0.9497457622486098,-0.5430622563931511,-0.5280747479686184,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-1.4061173778919174,-0.7733687061161247,-0.6256649906471274,-0.3726246488036459,1.57375634476752,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-1.599355789460972,1.8542824616623244,-0.6256649906471274,-0.9385294105275984,-1.0511506531130674,0,1,0,0,1,0,0,0,0,1,0,1,1,0
-1.1645693634305991,0.030255944769220926,0.9497457622486098,-0.9328441982914775,0.34996669737788644,1,0,0,0,0,1,0,1,1,0,0,0,0,0
-1.0679501576460717,0.36762702539754594,-0.6256649906471274,-1.0082894838132155,-0.06063799177199784,0,1,0,1,1,0,0,1,0,1,0,0,1,1
0.9127435609367378,1.6658339257595758,-0.6256649906471274,-0.5690426959606851,0.46294886764384563,1,0,0,0,0,0,1,1,0,1,0,0,0,1
0.8644339580444741,0.37529554314450575,-0.6256649906471274,-0.7620058763509832,-1.2257458393381344,0,1,0,0,1,0,0,0,1,0,0,1,1,1
-1.019640554753808,1.5234004293599965,-0.6256649906471274,-1.219020319981661,0.5223712737976755,1,0,0,0,0,1,0,1,0,1,0,1,1,1
-0.9713309518615445,-1.1513246346859756,-0.6256649906471274,-1.2152111821807032,-0.7607100461216546,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0.6711955464754196,-0.7463462270073373,-0.6256649906471274,-1.1285564337923149,-1.3427777452420293,0,1,0,1,1,0,0,0,0,0,1,0,0,1
0.6228859435831559,-0.38932009037804305,0.9497457622486098,-1.163665362975606,0.8168046987036988,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-1.5510461865687082,-0.9232487230541239,-0.6256649906471274,-1.1619697463243293,0.34996669737788644,1,0,0,0,1,0,0,1,1,0,0,0,0,0
0.38133792912183767,-0.7394201763023245,2.525156515144347,-1.1474308360654435,-0.8773875331472157,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1.0576723696135288,0.9503487217001961,-0.6256649906471274,-1.221607340834111,0.4632699796316657,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0.47795713490636493,0.2150323496811041,-0.6256649906471274,-0.7806328753719779,1.1661767090808919,1,0,0,0,1,0,0,1,1,0,0,0,1,0
-1.019640554753808,-0.9131041498276635,0.9497457622486098,-0.5577609076556683,-0.2940285801889037,0,1,0,0,0,0,1,1,1,0,0,0,1,0
1.1059819725057924,1.93991919586367,-0.6256649906471274,-0.6094305070353715,0.28867479340659874,0,1,0,0,0,0,1,0,1,0,0,0,1,1
-1.1645693634305991,-0.544724691391553,-0.6256649906471274,-1.1277236138735958,1.6910151290984634,1,0,0,0,1,0,0,0,0,1,0,1,1,0
1.444149192751638,0.7748236571520658,0.9497457622486098,-1.0474480460117757,-1.1098324529365644,1,0,0,0,1,0,0,0,0,1,0,0,1,0
-1.454426980784181,1.2271434065541844,0.9497457622486098,-0.8138427640846717,0.34706139955035775,0,1,0,0,1,0,0,0,0,1,0,1,1,1
1.299220384074847,2.909358718435426,-0.6256649906471274,-0.5365672871175162,-0.23526175339788347,0,1,0,0,1,0,0,0,0,1,0,1,1,1
-1.599355789460972,0.15186409279682805,0.9497457622486098,-1.0397929626325355,0.23012372720723512,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.7678147522599469,0.9326274012263693,0.9497457622486098,-0.757650708381327,1.166943117180153,0,1,0,0,1,0,0,0,0,0,1,0,1,1
-1.019640554753808,0.29412191424004297,-0.6256649906471274,-0.883455431133281,0.23012372720723512,0,1,0,0,0,1,0,0,0,1,0,0,1,0
-0.005138894016271534,-0.5875994317991187,-0.6256649906471274,-1.2082496336007436,1.1086872446605271,1,0,0,0,1,0,0,0,0,0,1,0,1,0
-1.3578077749996538,0.5428697864088324,-0.6256649906471274,-0.6532061687602266,-0.061918127774543856,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0.7678147522599469,-1.4390518080557886,2.525156515144347,-0.44280413881714237,0.7544511929534121,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0.8644339580444741,0.6939755950199693,0.9497457622486098,-1.1598128887209727,0.7544511929534121,0,1,0,0,1,0,0,0,0,1,0,0,1,0
-0.005138894016271534,-0.2703072994794075,-0.6256649906471274,-0.8972061047245289,1.6906089901431192,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0.1397899146605194,-1.0742347930134104,2.525156515144347,-0.8096700336018047,-0.002821565098229794,0,0,1,0,1,0,0,0,0,0,1,0,0,1
-0.5365445258311716,-0.26598578295332553,2.525156515144347,-0.7462424179944885,-0.003207752550229007,0,1,0,0,1,0,0,1,1,0,0,0,0,1
-0.9713309518615445,-0.23242312624019587,-0.6256649906471274,-0.9462651388375245,0.5216851611762428,0,1,0,0,1,0,0,0,0,1,0,0,1,1
-0.29499651136985344,0.8357793709913878,-0.6256649906471274,-1.107884797855317,-0.8193918459451515,0,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.24668690847758978,-1.2101316078276794,0.9497457622486098,-1.0557166854479882,0.4632699796316657,1,0,0,0,0,0,1,1,0,1,0,0,1,0
0.47795713490636493,-0.4961833411352965,-0.6256649906471274,-1.1843495859568745,-0.2946841595517133,1,0,0,0,1,0,0,1,0,1,0,0,0,1
-0.6331637316156989,1.237957904427675,-0.6256649906471274,-0.6284825266063608,-1.4017149988933928,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.6711955464754196,-1.0579127541571907,-0.6256649906471274,-0.8083398980103782,0.055178853593530024,0,1,0,1,1,0,0,0,0,1,0,1,0,1
0.1397899146605194,-0.0540505541904023,-0.6256649906471274,-0.42186156515517076,-0.2363825803754776,1,0,0,1,1,0,0,0,0,1,0,1,0,0
-1.4061173778919174,-0.4568207888478763,-0.6256649906471274,-1.0657655877166434,-0.81835604593508,1,0,0,1,0,1,0,1,1,0,0,0,1,0
1.2509107811825833,0.6337134039561447,-0.6256649906471274,-0.8287110439033152,2.3899663564705254,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0.38133792912183767,1.2011579340908005,0.9497457622486098,-1.035208498058582,-1.0524022137147955,0,1,0,0,1,0,0,1,1,0,0,0,0,0
-0.7297829374002263,-1.124010674990385,-0.6256649906471274,-0.951111268137445,0.8750605712233246,0,1,0,1,0,0,1,0,0,0,1,0,0,1
-1.2128789663228627,-0.6801250715032606,-0.6256649906471274,-0.45845303802294596,-0.5859111261457315,1,0,0,1,0,0,1,0,1,0,0,0,0,0
-0.43992532004664436,-0.46344661891850575,-0.6256649906471274,-1.1229266502134647,1.6330147104067037,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0.5745763406908923,-0.01126146624912352,-0.6256649906471274,-0.9245818097767247,-1.3427777452420293,0,1,0,1,1,0,0,0,0,0,1,0,0,1
-0.8747117460770172,0.7777646831628383,0.9497457622486098,-0.9960303740230109,0.35105421746496834,1,0,0,0,1,0,0,1,0,0,1,0,1,0
-1.0679501576460717,0.016049871432192934,0.9497457622486098,-1.002220573757813,-0.5268279188565854,1,0,0,0,0,0,1,1,0,0,1,0,1,0
-0.9230213489692809,1.6581588529769307,0.9497457622486098,-1.0310151225021873,-1.1102385918919084,0,1,0,1,0,0,1,1,1,0,0,0,0,0
0.7195051493676832,2.5474031949708404,-0.6256649906471274,-1.1294223040861107,1.1086872446605271,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0.42964753201410133,-0.10727569594494428,-0.6256649906471274,-0.9243421679367232,-0.0024671462198960926,0,1,0,0,0,0,1,0,1,0,0,0,1,1
-0.05344849690853518,-0.02163590272694574,0.9497457622486098,-1.1466828597954393,-1.2257458393381344,0,1,0,0,0,0,1,1,1,0,0,1,1,1
-1.019640554753808,-1.1895321896856583,-0.6256649906471274,-1.131652107389131,1.1086872446605271,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0.6228859435831559,-1.0374536137788335,0.9497457622486098,-1.2011449563905445,-0.2946841595517133,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0.8161243551522105,1.7827740143745416,-0.6256649906471274,-0.9802167776956066,0.28797346077151675,1,0,0,0,1,0,0,1,1,0,0,0,0,1
-0.5848541287234353,2.2120659234144524,-0.6256649906471274,-0.9360549381646819,1.8656388907243484,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0.28471872333731035,1.7406653391373903,-0.6256649906471274,-0.9458936431066322,-1.4017149988933928,0,1,0,0,1,0,0,1,0,1,0,0,0,0
-0.3433061142621171,-0.26536480257274486,-0.6256649906471274,-0.9850140735805253,0.1721280400051709,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.7340068101052197,-0.22440019956385496,-0.6256649906471274,-1.0302453028209353,0.5798560067283451,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1.0576723696135288,1.6563645212086942,0.9497457622486098,-0.7509512362078626,1.9243206905478452,1,0,0,0,0,1,0,0,0,1,0,1,1,0
-1.30949817210739,-0.178454643438949,0.9497457622486098,-0.861469000308399,0.05552854098216812,1,0,0,1,1,0,0,0,1,0,0,0,1,1
-1.3578077749996538,1.1761758190896354,0.9497457622486098,-1.1481309562411754,-0.06063799177199784,1,0,0,0,0,0,1,1,0,1,0,0,1,1
1.4924587956439015,-0.35455349211072645,-0.6256649906471274,-1.195203586784801,0.46256864699658373,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7678147522599469,0.5906909567444719,2.525156515144347,-1.1794938525671612,0.2299644181822839,0,1,0,0,1,0,0,0,0,1,0,0,1,0
-1.0679501576460717,-0.7400678138280251,0.9497457622486098,-1.1093663730264876,-0.7605196677579671,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1.1059819725057924,-0.03413591877629814,-0.6256649906471274,-1.1819686233994058,-0.818869773838365,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1.0576723696135288,-0.0172003285799409,-0.6256649906471274,-1.2010369049371676,1.0460126269224197,0,1,0,0,1,0,0,0,0,1,0,0,1,1
1.009362766721265,0.5235123290279727,-0.6256649906471274,-1.1841405475424198,0.8750605712233246,0,0,1,0,0,0,1,1,0,0,1,0,0,1
-0.19837730558532612,-0.591304774970789,-0.6256649906471274,-0.7048456966747239,-1.5763101851184598,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-0.29499651136985344,-0.06263939894756816,0.9497457622486098,-0.8606800807825533,2.098083810513697,0,1,0,0,1,0,0,0,0,1,0,0,0,0
-1.599355789460972,0.7935636301713771,-0.6256649906471274,-1.039512249961467,-0.46862654004586046,1,0,0,0,1,0,0,1,0,0,1,1,0,1
-1.30949817210739,1.0340416693196817,-0.6256649906471274,-1.0940997169043916,0.055474047273267886,1,0,0,0,0,1,0,0,1,0,0,1,0,1
0.9127435609367378,-1.2507020346906976,0.9497457622486098,-0.7551031883719663,1.1076847515409687,1,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.5848541287234353,-0.1257364244440645,-0.6256649906471274,-1.0811049602809975,-0.2363825803754776,0,1,0,1,1,0,0,0,0,1,0,1,0,0
-1.30949817210739,-0.29652525720842765,0.9497457622486098,-1.1811029103916884,0.28824007905043664,1,0,0,0,1,0,0,1,1,0,0,1,0,0
0.09148031176825576,0.5543716890245142,-0.6256649906471274,-0.5894448054004062,1.0462792452013396,0,1,0,0,0,1,0,1,0,1,0,1,1,0
-0.3433061142621171,-1.121997405030262,0.9497457622486098,-0.7654640646096011,1.1076847515409687,1,0,0,0,0,0,1,1,0,1,0,0,0,1
1.6373876043206925,-0.9328946765661276,2.525156515144347,-1.0025571441547112,0.35073310547714753,1,0,0,1,0,1,0,1,0,0,1,0,0,1
-0.6814733345079627,-0.7040806679161189,0.9497457622486098,-1.078683459911205,0.055178853593530024,0,1,0,1,0,0,1,0,0,1,0,1,0,1
1.3475299869671107,0.48690376573310673,-0.6256649906471274,-0.5501322671242141,1.8656388907243484,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.444149192751638,0.41158028767652133,-0.6256649906471274,-0.7427223616104064,-0.992213399461704,0,1,0,0,0,1,0,1,0,0,1,1,1,1
1.6373876043206925,-1.1507285634409987,0.9497457622486098,-0.8536587051295409,0.23012372720723512,1,0,0,0,1,0,0,1,0,1,0,0,1,0
1.1059819725057924,-0.6259319694791999,-0.6256649906471274,-1.0785739517944508,-0.7612210003930491,1,0,0,0,0,0,1,1,1,0,0,0,0,0
-1.3578077749996538,-0.7542502890365862,-0.6256649906471274,-0.8932518971842974,0.6426156514339759,1,0,0,1,0,0,1,0,0,0,1,0,1,1
-0.9230213489692809,2.606581620134707,-0.6256649906471274,-0.6994227478798292,0.7012974512574729,0,1,0,0,0,0,1,1,0,0,1,1,1,1
-0.3433061142621171,-0.3807753828611577,0.9497457622486098,-0.8269054261846119,-0.2946841595517133,1,0,0,0,0,0,1,1,0,1,0,0,0,1
0.9610531638290014,-0.05495340110544765,-0.6256649906471274,-0.983258246903718,-0.5278304119761439,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0.18809951755278306,-1.1615697184596092,0.9497457622486098,-1.0002680917416606,-0.527563793697224,1,0,0,0,1,0,0,1,0,1,0,1,0,0
0.23640912044504672,2.220030728774384,0.9497457622486098,-0.8479663427839692,-0.8186771579229009,0,1,0,0,0,0,1,1,1,0,0,0,0,1
0.8161243551522105,-0.1146610361503021,-0.6256649906471274,-0.9181701877585572,0.35105421746496834,0,1,0,0,0,1,0,1,0,0,1,0,1,0
-0.005138894016271534,-0.17840176615108821,-0.6256649906471274,-0.7183135097195031,-0.17735109316334194,0,1,0,0,1,0,0,1,1,0,0,1,1,0
-1.0679501576460717,-0.06181171644171316,4.100567268040085,-0.7796819757555388,-0.2943630475638925,0,1,0,0,1,0,0,1,0,1,0,0,1,0
-0.7297829374002263,0.5480696777167352,-0.6256649906471274,-0.5676630517316624,-0.00307701892609575,1,0,0,0,0,1,0,0,0,1,0,1,0,0
-1.30949817210739,0.024555685737345834,-0.6256649906471274,-0.9256782196166169,0.7541300809655913,1,0,0,0,0,0,1,0,0,1,0,0,0,1
-0.43992532004664436,-0.9529688178485723,-0.6256649906471274,-1.0268735974109324,-0.5855049871903873,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0.6228859435831559,-0.5258549286656743,2.525156515144347,-0.8262752695856674,-0.23594786601931547,1,0,0,1,1,0,0,0,0,1,0,0,1,1
0.23640912044504672,2.219963430408016,0.9497457622486098,-0.969801890341009,-1.2268666663157293,0,1,0,0,0,0,1,1,1,0,0,1,0,0
-0.10175809980079883,1.1550393250238047,-0.6256649906471274,-1.1644295101520217,0.8161233175719611,1,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.9230213489692809,-1.087222503717744,-0.6256649906471274,-1.1918543406625357,0.5222072332830292,1,0,0,0,0,1,0,0,0,0,1,0,1,1
1.6373876043206925,-0.4111806973859021,-0.6256649906471274,-1.0956024034129148,0.05549996558135016,0,0,1,0,0,0,1,1,0,1,0,1,1,0
0.6711955464754196,-1.0469125302726188,0.9497457622486098,-0.7129300185244211,1.57375634476752,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0.28471872333731035,-0.4901417832454106,0.9497457622486098,-0.43465811932028264,1.57375634476752,0,0,1,0,1,0,0,0,0,1,0,0,0,0
-1.454426980784181,0.4429151062614312,-0.6256649906471274,-0.652326132551167,-0.760100173415455,0,1,0,0,0,1,0,1,1,0,0,0,1,1
-0.5365445258311716,1.7763190522341077,-0.6256649906471274,-0.8125290749243441,1.57375634476752,0,1,0,0,1,0,0,1,0,1,0,0,0,0
-1.4061173778919174,0.4658179639432419,-0.6256649906471274,-1.1114139679111241,0.8716840589762727,1,0,0,0,0,0,1,1,1,0,0,1,1,1
1.3475299869671107,2.370380960272204,-0.6256649906471274,-1.171235684127475,-0.5859111261457315,1,0,0,0,0,0,1,1,1,0,0,0,0,0
-0.10175809980079883,0.4802805576767516,-0.6256649906471274,-1.2334572188598563,-0.4683054280580404,1,0,0,0,1,0,0,0,0,0,1,1,1,0
