Population,Children,Age,Income,Outage_sec_perweek,Tenure,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Multiple_Yes,DeviceProtection_Yes,TechSupport_Yes
1106,2,68,14038.55,15.92998,46.66033,4320.023398,0,1,0,1,0,0,1,1,0,0,0,1,0
937,3,48,12804.98,9.92207,4.99913,945.3922235,0,1,0,1,0,0,0,0,0,1,1,0,1
397,1,47,35305.34,8.135591,69.75643,6000.121571,0,1,0,0,1,0,0,0,1,0,1,0,0
1168,1,85,19429.91,8.611381,68.02518,6075.221267,0,0,1,0,1,0,1,1,0,0,0,0,0
2175,4,78,13872.89,8.20146,67.74157,6119.939852,1,0,0,1,0,0,0,0,1,0,0,1,0
3006,2,57,10085.48,11.06462,7.896421,1435.659724,0,0,1,0,1,0,0,1,0,0,0,1,1
22,6,67,23180.99,7.540516,57.43857,5327.251383,1,0,0,0,1,0,0,0,1,0,0,1,0
548,0,18,50066.53,12.67826,45.22375,4048.902387,0,1,0,0,1,0,0,0,1,0,0,0,0
7329,1,75,10825.44,10.87864,4.870047,609.1874835,0,1,0,0,1,0,0,0,0,1,0,1,1
11722,1,20,97694.83,10.18788,11.81853,1247.347617,1,0,0,0,1,0,0,0,0,1,1,0,0
5748,0,72,35534.12,9.942905,6.364903,1352.42705,0,0,1,0,1,0,0,1,0,0,1,1,0
279,2,38,57108.11,11.07482,54.8376,5015.195312,1,0,0,0,1,0,0,0,0,1,0,1,1
3422,1,82,31023.93,7.945183,52.30521,4956.677539,0,0,1,0,1,0,0,1,0,0,0,0,0
149,2,30,8930.13,12.89589,69.59294,6818.04834,0,0,1,0,1,0,0,1,0,0,0,0,0
94,3,53,24044.95,7.207527,52.71096,5042.24777,1,0,0,1,0,0,0,1,0,0,1,0,0
346,2,36,26639.43,8.834633,8.973181,1367.523632,1,0,0,1,0,0,0,0,1,0,1,0,0
336,5,60,52976.87,9.998484,70.41132,6376.238465,0,1,0,0,0,1,0,0,1,0,1,0,0
54,9,31,55521.06,9.276057,2.086344,1110.320153,0,0,1,1,0,0,0,0,1,0,1,0,0
6457,1,22,12778.82,17.13733,58.58794,5407.07316,0,0,1,0,1,0,0,0,1,0,1,0,1
631,1,30,40327.0,9.398203,59.14016,5508.347828,0,0,1,1,0,0,1,1,0,0,1,1,0
212,4,67,2492.8,7.709487,15.84051,1698.617842,1,0,0,0,1,0,1,0,0,1,1,1,1
1589,1,83,32783.94,10.11537,6.574699,877.990892,0,1,0,0,1,0,1,0,0,1,0,1,0
815,1,57,65435.46,4.834122,6.515297,1109.320307,0,0,1,0,1,0,0,1,0,0,1,0,1
3736,1,63,18438.94,10.60642,57.6786,5195.25021,0,0,1,1,0,0,0,1,0,0,1,0,0
1535,2,54,11273.45,17.83372,70.31796,5877.690105,1,0,0,1,0,0,0,0,1,0,1,0,0
11317,0,25,33667.36,3.525843,45.34514,4832.995631,0,1,0,1,0,0,0,1,0,0,0,0,0
12672,0,38,54832.87,12.79698,20.3759,1958.648355,0,0,1,0,0,1,0,0,0,1,0,0,1
12,3,46,14512.74,8.270887,60.2958,5906.275909,1,0,0,1,0,0,1,1,0,0,1,1,1
232,3,34,34642.75,10.81203,42.74753,4730.05387,1,0,0,0,1,0,0,1,0,0,0,0,0
4260,3,21,64292.47,8.659099436,14.04985628,2072.078593,1,0,0,1,0,0,1,1,0,0,0,1,1
18875,2,64,19887.32,5.659084819,16.24273454,1656.731409,0,1,0,0,1,0,0,0,1,0,1,1,0
976,2,53,20602.34,9.835139,60.10972,5140.00849,0,0,1,0,1,0,0,0,1,0,0,1,0
41149,4,34,6402.95,7.580234,3.612294,1195.475034,1,0,0,0,1,0,0,1,0,0,1,0,0
46875,5,45,26072.74,12.1069,3.857792,1238.459696,0,1,0,1,0,0,0,1,0,0,1,0,0
530,7,23,46871.21,8.941553742,17.24924155,2392.203409,0,0,1,0,1,0,0,1,0,0,0,1,1
68,1,21,101907.8,9.485065,2.051002,845.0925039,0,1,0,1,0,0,0,0,1,0,0,0,1
7531,3,53,11926.59,8.06957,6.816014,1799.882577,1,0,0,0,1,0,0,1,0,0,1,0,1
5295,0,88,71113.67,11.26128,4.148103,296.0266799,0,0,1,1,0,0,0,0,1,0,0,1,0
33420,0,62,81116.37,15.78884,7.235576,732.5653824,0,1,0,1,0,0,0,0,1,0,0,1,1
39384,1,88,11391.26,9.624347659,9.07068647,1099.486982,0,1,0,1,0,0,0,0,1,0,0,1,1
1385,4,38,43560.75,7.660536,47.46129,4750.23799,1,0,0,1,0,0,0,1,0,0,0,0,0
7941,1,21,20838.47,13.30768,49.7983,4604.128041,1,0,0,0,1,0,0,0,0,1,0,1,0
1389,3,31,30533.21,8.939435,46.00587,4187.61619,0,0,1,1,0,0,1,0,0,1,1,0,0
2139,10,20,30767.83,11.6043,16.93329,2020.896358,1,0,0,1,0,0,0,0,1,0,1,0,0
77,4,63,28253.53,8.305023,59.43102,5361.231393,1,0,0,0,1,0,0,0,1,0,0,0,1
158,5,37,66230.63,7.477674,39.97152,3710.175331,1,0,0,0,1,0,0,0,1,0,0,0,0
1080,0,68,49282.33,7.138406,48.25936,4755.552483,0,1,0,1,0,0,0,1,0,0,1,1,1
2540,2,54,19694.03,12.43606,58.19535,5305.491342,0,0,1,0,1,0,0,0,1,0,1,1,0
8294,1,18,75193.8,10.13223,64.68179,5842.329497,0,0,1,0,1,0,0,0,1,0,0,0,0
8596,0,43,6993.43,4.757981,57.69823,5155.008959,1,0,0,0,1,0,0,0,1,0,1,0,0
6623,2,59,26317.37,10.83154,62.01927,5770.797143,0,1,0,0,1,0,0,0,1,0,1,1,0
19237,0,55,66342.21,10.54347,66.59912,6176.784118,1,0,0,0,1,0,0,1,0,0,0,1,0
147,7,52,76026.12,14.09466,70.89101,6284.19049,1,0,0,1,0,0,0,0,1,0,0,0,0
969,5,30,30113.06,10.23011,11.92723,1433.513815,0,1,0,1,0,0,0,0,1,0,1,0,0
197,8,68,27289.75,5.796239,68.93162,6623.719418,0,1,0,1,0,0,1,1,0,0,0,1,1
74971,3,76,20068.93,6.173848,4.043506,585.4873226,0,1,0,0,1,0,0,0,1,0,0,0,0
19361,3,40,17078.58,8.935074,61.16472,5826.881326,1,0,0,1,0,0,0,1,0,0,0,1,0
237,3,69,84810.48,15.98748,3.362461,545.9811422,1,0,0,1,0,0,0,0,0,1,0,1,0
28924,3,33,45795.23,5.834138,65.06621,5889.077769,0,1,0,1,0,0,0,0,1,0,0,1,0
1588,0,80,48733.51,9.354732,70.68543,5964.374183,0,0,1,1,0,0,0,0,1,0,0,0,1
294,2,71,68803.52,10.77725,56.3981,4899.24202,1,0,0,1,0,0,1,0,1,0,0,0,0
10653,0,59,41102.74,11.03032,70.97645,5781.732,0,0,1,1,0,0,1,0,1,0,0,0,0
4158,4,51,57253.42,17.70257,63.25058,5943.184132,1,0,0,1,0,0,0,1,0,0,1,0,0
554,4,77,9926.73,8.216317,60.06802,5708.50306,0,1,0,1,0,0,1,1,0,0,1,0,0
304,5,32,48597.51,13.41327327,13.08606275,1945.444997,0,1,0,0,1,0,0,0,1,0,0,1,0
280,4,35,11824.7,8.717398286,2.937852035,570.7344969,0,1,0,0,0,1,0,0,1,0,1,0,0
64,3,35,45166.7,8.637922,61.69408,5593.020458,0,0,1,1,0,0,0,0,1,0,1,0,0
353,10,27,48848.88,11.64544,22.744,2774.912011,0,0,1,1,0,0,0,0,1,0,0,0,0
13222,0,58,32708.23,10.57865,54.60031,4762.326261,0,1,0,0,1,0,0,0,1,0,1,0,1
8239,1,73,38322.59,4.529435,42.36505,4152.530591,0,0,1,1,0,0,0,1,0,0,1,1,0
2950,0,82,47185.23,14.56169,18.65137,1904.888901,0,0,1,1,0,0,0,0,1,0,1,1,0
40434,2,44,17781.1,10.11757,71.61196,6676.117614,0,1,0,0,1,0,0,1,0,0,0,0,0
32653,6,25,19476.27,10.91642397,10.87555535,1700.121992,0,1,0,1,0,0,1,0,0,1,0,1,1
490,2,43,42589.53,5.287479,58.97078,5510.361577,1,0,0,0,1,0,0,0,0,1,0,0,0
32929,4,54,54373.35,11.07079287,5.204853319,1572.045646,0,0,1,1,0,0,0,1,0,0,0,0,0
19389,1,45,35556.27,12.2300724,21.16641251,2115.906589,0,1,0,1,0,0,1,0,1,0,0,1,0
547,1,18,29822.31,11.72310409,16.53244292,1727.882293,1,0,0,0,1,0,0,0,1,0,0,0,0
811,0,73,44282.56,8.803547,59.1268,5338.376401,0,1,0,0,1,0,0,0,1,0,1,1,1
353,1,56,35089.38,9.647132151,2.437089876,909.6827162,1,0,0,1,0,0,0,1,0,0,0,0,0
4425,3,71,18025.4,10.62357,14.71926,1637.379866,0,1,0,0,1,0,0,0,0,1,1,0,1
1925,7,57,41210.5,10.59857436,3.816472249,1208.458932,0,0,1,1,0,0,1,1,0,0,0,0,1
490,0,23,12881.49,10.51765,60.97619,5659.896946,1,0,0,0,1,0,0,0,1,0,0,0,0
288,2,77,25126.76,12.24905,59.60865,5251.895843,1,0,0,0,1,0,0,0,1,0,1,1,0
917,7,60,10026.66,7.4962,64.71872,6075.000814,0,1,0,0,1,0,0,0,0,1,0,1,1
4269,6,61,37028.57,11.84676,68.55021,6014.752174,1,0,0,1,0,0,0,0,0,1,0,0,0
11530,4,31,36315.32,9.090057,64.54595,5801.206123,0,1,0,0,1,0,0,0,1,0,0,1,1
524,3,57,55499.61,13.33839,68.5356,5854.161999,0,0,1,1,0,0,0,0,0,1,0,0,1
47459,1,22,29653.48,4.630760428,11.42145103,1971.843122,1,0,0,0,1,0,0,1,0,0,0,0,0
291,3,36,35105.32,13.27478996,7.60247544,1078.260358,0,1,0,0,1,0,1,0,1,0,0,0,1
84,0,32,34871.44,10.57898048,7.363761345,1313.42902,1,0,0,0,1,0,0,1,0,0,0,0,0
1712,2,45,52440.69,8.196855,62.5664,6135.698624,0,0,1,1,0,0,0,1,0,0,1,1,0
210,1,54,52047.27,8.066926,66.50887,6052.322466,0,0,1,0,1,0,0,0,1,0,0,1,0
419,2,47,60598.33,7.001953,11.42868,1510.913118,0,0,1,1,0,0,0,1,0,0,0,0,0
853,4,47,57748.04,14.24673,66.69757,6245.097339,0,1,0,0,1,0,1,0,1,0,1,0,0
933,7,86,45181.64,6.974510376,2.834098048,901.5457844,0,1,0,0,1,0,0,0,1,0,1,0,0
6989,6,37,1109.71,13.24338,17.35639,2451.995707,1,0,0,0,1,0,0,1,0,0,1,0,1
7655,1,52,15934.12,4.255224068,23.79323993,2677.74041,1,0,0,1,0,0,0,0,1,0,1,1,0
968,0,54,73010.37,13.73496,3.184209,820.8726738,0,1,0,1,0,0,0,1,0,0,0,0,1
12389,1,60,59560.13,7.614454,8.970035,1760.757293,0,1,0,1,0,0,0,1,0,0,1,1,1
49790,2,39,31680.79,11.12098,63.05008,5530.421045,0,0,1,1,0,0,0,0,1,0,0,0,0
7234,0,35,3938.24,1.896422,55.24136,4818.30969,1,0,0,0,1,0,0,0,0,1,0,0,1
13762,1,27,39224.01,6.924097,1.11588,891.6297776,1,0,0,1,0,0,0,0,0,1,1,0,0
144,1,40,45572.07,7.57603,46.37208,4435.063306,0,1,0,0,1,0,1,0,1,0,1,0,0
2692,0,54,13001.78,9.006661,64.92481,5469.698389,0,0,1,0,1,0,0,0,1,0,0,1,0
271,1,38,97592.52,9.699996141,12.81881129,1553.013845,1,0,0,1,0,0,1,0,1,0,1,0,0
4711,1,79,14715.35,9.812128627,7.542749465,943.6675679,1,0,0,0,1,0,0,0,1,0,1,0,1
4352,0,62,39830.33,4.789545,70.18932,6735.268525,0,0,1,1,0,0,0,1,0,0,1,1,0
22744,1,81,17555.47,7.096983,10.70349,1196.094746,0,1,0,0,1,0,0,0,1,0,1,0,1
14119,0,37,13342.18,6.544685,9.710957,1175.07987,0,0,1,0,1,0,0,0,0,1,0,0,1
9092,4,19,19091.73,11.99276,5.982479,1418.914101,1,0,0,1,0,0,0,0,1,0,1,1,0
706,0,56,6435.12,8.799224,70.63479,6171.479592,0,1,0,0,1,0,0,0,0,1,1,0,0
2958,0,26,11249.18,8.90345193,10.06913982,2062.605873,0,0,1,0,1,0,1,1,0,0,1,0,1
9103,0,64,28399.99,7.9732,56.08228,4834.745442,1,0,0,1,0,0,0,0,1,0,0,0,0
15515,1,22,13337.97,10.99334684,3.295993837,839.4587853,1,0,0,1,0,0,0,0,1,0,1,1,1
2174,0,34,7936.05,10.89278,56.28159,5070.792059,1,0,0,0,1,0,0,0,0,1,0,0,0
2817,0,64,30067.59,8.42186,70.62164,6772.978906,0,1,0,1,0,0,0,1,0,0,1,0,0
450,7,46,26019.32,12.25489,11.16749,1651.037252,0,1,0,1,0,0,0,1,0,0,0,0,1
16079,6,19,54411.48,9.078472,2.871903,1262.175265,0,1,0,0,1,0,0,1,0,0,0,1,1
24,1,47,81376.2,9.650519,7.617535,1326.411799,0,1,0,0,1,0,1,1,0,0,1,0,1
3986,0,72,10178.42,6.111571,63.66434,5796.100318,0,1,0,0,1,0,0,1,0,0,0,1,0
335,2,45,21089.21,8.777909,40.12358,4439.358981,0,0,1,0,1,0,0,1,0,0,0,1,0
5302,2,63,67319.27,6.362190982,13.59137366,1460.513443,0,0,1,0,1,0,0,0,1,0,0,1,1
31331,1,23,60985.79,6.861589,55.83342,4858.953812,0,0,1,1,0,0,0,0,0,1,0,0,0
1436,0,42,20841.67,10.02323853,9.137809439,1196.870152,0,0,1,0,1,0,1,0,1,0,0,1,1
17502,3,79,73378.99,6.599742586,6.786723844,957.753476,0,0,1,0,1,0,0,0,0,1,1,0,0
19073,1,29,45562.97,9.301929385,5.2551003,1119.610001,1,0,0,0,1,0,0,0,0,1,0,1,1
33760,4,67,61117.27,10.46827,10.573,1089.662539,0,0,1,1,0,0,0,0,1,0,0,1,0
3378,1,46,45146.99,12.0772854,2.581692044,345.0099528,1,0,0,1,0,0,0,0,1,0,0,0,0
41026,0,30,57145.52,10.27395,71.48476,6706.905363,0,0,1,1,0,0,0,1,0,0,0,1,0
26032,0,51,81195.17,5.569496,69.71137,6192.63762,0,0,1,0,1,0,0,0,0,1,1,0,1
1032,2,28,25214.35,6.821288,68.86725,6014.982252,1,0,0,0,1,0,0,0,1,0,0,0,0
12230,1,28,9020.92,11.75472,63.35086,5857.586167,0,0,1,0,1,0,0,0,1,0,1,1,0
23438,3,72,22780.89,8.278435,22.7117,2288.984083,1,0,0,0,1,0,0,0,0,1,1,0,1
7751,4,85,3640.46,5.837482,11.93639,1399.828665,0,1,0,1,0,0,0,1,0,0,0,0,1
7260,2,35,22751.38,8.301608,71.48016,6572.01585,0,0,1,1,0,0,0,0,1,0,1,0,1
21038,6,62,40588.2,4.868079,5.966695,901.932094,0,0,1,1,0,0,0,0,0,1,1,0,1
12453,3,73,25946.0,11.44963,10.51089,1287.261282,1,0,0,1,0,0,0,1,0,0,0,0,0
6380,4,88,27208.28,12.59401,60.41609,5495.763652,0,1,0,1,0,0,0,0,1,0,0,0,0
155,3,45,15279.99,9.330945,64.49909,5645.047981,0,0,1,0,1,0,0,0,1,0,0,0,1
1879,2,42,42517.98,10.58815,7.032433,1818.572601,0,1,0,0,1,0,0,1,0,0,1,0,0
12808,0,36,28434.15,9.30836,49.60721,4762.552792,1,0,0,0,1,0,0,1,0,0,0,0,0
24385,1,45,43388.31,11.79283,39.1168,4072.167583,1,0,0,1,0,0,0,1,0,0,1,1,0
1554,2,89,22562.87,8.499512,64.95682,5914.349979,0,1,0,1,0,0,0,1,0,0,0,1,1
1066,8,86,58668.34,9.852216,15.41267,1708.202326,1,0,0,0,1,0,0,0,1,0,0,0,1
1599,4,65,37004.73,8.816743,66.44706,5767.740142,0,1,0,1,0,0,0,0,1,0,0,0,0
3758,2,71,62781.25,11.66278135,7.819783852,1516.797047,0,1,0,0,1,0,0,1,0,0,1,1,0
18575,2,72,8115.88,8.894475174,14.53027663,1637.201426,0,0,1,1,0,0,0,0,1,0,0,0,1
949,0,28,35947.74,7.006566848,20.01892414,1950.886897,0,1,0,0,1,0,0,0,1,0,0,0,0
1541,3,56,14725.39,3.363527,22.05456,2701.761153,1,0,0,0,1,0,1,1,0,0,1,1,1
5967,0,55,32893.0,5.725661,71.4869,6006.935704,1,0,0,1,0,0,0,0,1,0,1,0,1
12,3,41,29921.91,10.83099,48.39095,4402.52349,0,1,0,1,0,0,0,0,1,0,0,1,0
16545,2,54,81472.37,12.52708,46.26476,4405.463106,1,0,0,1,0,0,0,1,0,0,1,1,0
4139,0,57,12602.8,13.71294,66.00149,5956.933654,0,0,1,0,1,0,0,0,1,0,1,0,0
203,1,44,7591.68,10.40481,8.082833,980.4160232,1,0,0,1,0,0,1,0,0,1,1,0,1
24824,4,75,19536.56,12.30036,13.34222,2027.493646,0,0,1,0,1,0,0,1,0,0,1,0,0
128,4,69,40143.6,16.41048,68.78168,5859.681153,0,1,0,0,1,0,0,0,0,1,0,1,0
22569,0,50,40271.47,13.93422217,9.821728297,1283.463995,0,1,0,0,1,0,1,0,0,1,1,0,0
51706,2,38,17758.1,9.409715,1.135161,731.9309009,0,1,0,1,0,0,0,0,1,0,0,1,0
18110,3,28,39632.68,7.308628,49.27373,4444.639718,1,0,0,0,1,0,0,0,1,0,0,0,1
1547,3,44,74915.44,10.27858,10.50826,1724.050425,1,0,0,0,1,0,0,0,0,1,1,1,0
6470,1,67,81716.87,9.837735,61.17571,5558.549267,1,0,0,0,0,1,1,0,0,1,1,1,0
1182,7,39,61815.08,10.65972,69.8304,6771.506746,0,0,1,0,1,0,1,1,0,0,1,0,0
15201,3,72,32596.51,4.332488,65.24225,5929.34648,0,1,0,0,1,0,0,1,0,0,1,0,0
443,2,83,14764.79,14.4014,24.26165,2013.177858,1,0,0,1,0,0,1,0,1,0,1,0,1
51003,0,37,30320.37,7.885518,68.03309,6349.320467,0,1,0,0,1,0,0,0,0,1,1,1,0
2781,2,27,52558.45,5.932274,21.13934,2483.369395,0,1,0,1,0,0,0,0,0,1,1,1,1
666,2,18,42546.5,9.002874,7.006647,1466.448878,0,1,0,1,0,0,0,1,0,0,1,1,0
2018,3,19,72149.15,3.835601,66.97309,6269.834827,1,0,0,1,0,0,1,1,0,0,0,1,0
3628,8,51,11712.45,11.83848,62.5016,5902.250031,1,0,0,1,0,0,0,0,0,1,0,1,0
12449,8,25,32005.71,9.736531,20.91805,2523.250672,1,0,0,1,0,0,1,1,0,0,1,0,0
40778,0,70,25666.63,7.008718,67.70405,6348.304776,0,1,0,1,0,0,0,1,0,0,0,0,0
19,4,22,8705.1,7.119743,37.5471,4460.286319,0,1,0,0,1,0,1,1,0,0,1,1,1
3231,0,46,59689.49,11.24745547,12.63923748,1534.097093,1,0,0,1,0,0,1,1,0,0,1,0,1
1030,0,37,65592.66,14.44405,49.60599,4254.289639,0,1,0,1,0,0,0,0,1,0,1,0,1
5582,1,50,10181.73,7.843654266,6.524843094,561.4934455,1,0,0,0,0,1,0,0,1,0,0,0,1
484,0,84,28810.43,10.39064,52.90819,4998.863127,0,1,0,1,0,0,0,1,0,0,1,0,1
2905,1,28,52946.65,8.363844619,20.91720893,2633.809472,0,1,0,0,1,0,0,1,0,0,1,0,0
38833,2,27,24090.59,9.379254,5.387209,910.8338083,1,0,0,0,1,0,0,0,1,0,0,0,0
21734,4,65,31243.64,7.397173,17.78769,1833.860705,0,1,0,1,0,0,1,0,0,1,1,0,0
3099,0,89,4263.18,10.19738,60.55095,5161.466055,0,0,1,0,1,0,0,0,1,0,0,1,1
3284,9,36,38900.92,11.35226,39.54414,3898.98615,0,0,1,0,1,0,1,0,0,1,0,0,1
29,2,57,21062.25,15.34568423,2.596050259,817.8995329,1,0,0,0,1,0,0,1,0,0,0,0,0
10450,1,79,40279.05,10.19629,10.55294,1119.402193,1,0,0,0,1,0,0,0,1,0,1,0,0
19649,1,35,33138.54,7.197275,4.273105,678.2257258,0,0,1,0,1,0,0,0,0,1,1,0,1
179,1,43,35583.03,4.84294,65.40232,5845.199618,1,0,0,1,0,0,0,0,0,1,1,0,0
588,4,57,33572.8,5.067851,17.19189,2297.2034,1,0,0,1,0,0,0,1,0,0,0,1,1
1006,3,50,36772.35,7.987261514,7.010189312,914.8863272,1,0,0,0,1,0,0,0,1,0,1,0,1
2640,3,51,41620.84,10.94942,70.36179,6358.605209,1,0,0,0,1,0,0,0,1,0,0,0,1
1246,6,21,48511.64,7.602007,20.0119,2739.364415,0,0,1,1,0,0,0,1,0,0,1,1,0
17823,1,63,19048.13,11.27443693,2.203859443,1120.241472,0,1,0,1,0,0,1,1,0,0,0,1,0
2473,1,75,10494.28,10.7481104,9.490754438,980.0465426,0,0,1,1,0,0,0,0,0,1,0,0,1
12338,4,35,14113.73,10.59909,22.31932,2343.988024,0,0,1,1,0,0,0,0,0,1,1,0,1
15762,0,22,40885.91,7.489466,60.31971,5264.734623,0,1,0,1,0,0,0,0,1,0,0,0,0
27618,2,44,22827.74,5.802821,66.005,5727.096871,0,1,0,0,1,0,0,0,1,0,0,0,0
1268,0,55,23194.97,13.28231537,14.02688588,2207.767111,1,0,0,0,1,0,0,1,0,0,1,1,1
5920,5,21,6918.31,13.39688,56.98256,5000.223337,0,1,0,0,1,0,1,0,0,1,0,0,1
22858,0,18,21136.06,8.297045,65.51642,5862.216204,0,1,0,0,1,0,1,0,1,0,1,0,1
19135,0,30,39034.91,16.34933,2.106961,561.8079362,0,0,1,0,1,0,0,0,1,0,0,1,0
1082,2,18,23908.68,14.86709,60.21411,5422.994493,0,0,1,0,1,0,0,0,1,0,0,1,0
31790,2,51,17715.03,7.333757,52.9098,4918.416016,0,1,0,1,0,0,0,0,1,0,1,0,0
1358,4,57,28554.11,9.52118,67.31834,5769.179556,0,0,1,0,1,0,0,0,1,0,0,0,0
338,3,21,8716.7,9.498593,50.69797,4917.704271,1,0,0,0,1,0,1,0,0,1,1,0,1
2033,0,57,64728.95,11.0201,47.98288,4143.62851,1,0,0,0,1,0,0,0,1,0,1,1,0
1822,2,44,25015.89,7.268816,44.23945,3795.698707,0,0,1,1,0,0,0,0,0,1,0,0,0
884,6,81,14999.93,12.49098641,6.587201276,1026.300872,0,0,1,0,1,0,0,0,1,0,1,0,0
5239,3,74,5986.91,9.781433,8.386574,1474.927731,1,0,0,1,0,0,0,1,0,0,0,0,0
114,5,85,11700.78,6.78886,61.83307,5931.842515,0,0,1,0,1,0,0,0,1,0,1,1,0
13443,2,56,32105.56,7.467531,62.03353,5378.366994,0,1,0,1,0,0,1,0,1,0,0,0,1
240,3,81,21599.91,10.12925966,8.209710913,975.7615787,0,0,1,1,0,0,0,0,0,1,1,1,0
675,1,79,17965.81,11.77757,61.9146,6069.414411,1,0,0,0,1,0,1,1,0,0,1,0,0
17909,2,28,11576.34,11.18246,56.87027,5331.531612,1,0,0,1,0,0,0,0,1,0,0,1,0
481,1,56,35504.27,9.588349767,11.06628519,1420.927135,0,0,1,1,0,0,0,1,0,0,0,0,0
412,2,36,21302.51,9.986819,15.19686,2095.117873,0,0,1,0,1,0,0,1,0,0,1,1,0
82,1,18,24495.35,11.0488,64.20616,5392.197566,0,1,0,1,0,0,1,0,1,0,0,0,0
268,4,49,90696.33,12.5181,10.56862,1734.660297,0,0,1,1,0,0,0,1,0,0,0,0,1
9339,0,84,26943.66,5.200476,3.430472,924.9352116,0,1,0,0,1,0,0,0,1,0,1,1,1
195,0,27,5062.75,7.117576,61.50738,5447.398068,0,0,1,0,1,0,0,0,1,0,0,1,0
3880,1,77,46835.84,8.5269,41.98389,4333.830722,0,1,0,1,0,0,0,1,0,0,0,1,0
